,price,dlc_count,achievements,main_story,multi-language,has_voice_acting,extra_content_hours,independent,rpg,action,adventure,sim,casual,success
8297,9.99,2,16,2.23,0.0,0.0,3.82,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8298,49.99,2,83,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8299,14.99,1,48,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
8301,11.99,0,26,9.12,0.0,0.0,8.730000000000002,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8302,4.99,0,52,1.63,1.0,1.0,26.37,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8303,3.99,0,6,0.98,1.0,1.0,2.22,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8305,24.99,0,45,41.0,1.0,0.0,32.730000000000004,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8306,0.77,0,100,0.37,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8307,0.0,0,6,1.77,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8308,19.99,1,26,2.18,1.0,1.0,4.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8309,0.0,0,0,4.2,0.0,0.0,1.0199999999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8312,17.99,1,18,1.5,1.0,1.0,26.55,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8315,4.99,2,13,2.63,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
8318,4.99,0,32,1.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8321,0.0,1,4,1.73,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8322,29.99,1,15,6.45,1.0,1.0,6.6000000000000005,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8323,4.99,1,27,6.35,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8324,5.99,0,15,20.4,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8325,0.99,0,6,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
8326,1.99,0,91,10.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
8327,2.99,0,30,4.17,1.0,0.0,1.9000000000000004,1.0,1.0,0.0,1.0,0.0,0.0,1.0
8331,7.49,2,12,5.42,1.0,1.0,0.3600000000000003,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8332,1.99,0,0,1.42,0.0,0.0,0.53,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8333,3.74,0,16,2.7,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
8335,9.99,0,0,2.87,0.0,0.0,0.04999999999999982,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8337,4.99,1,0,2.57,0.0,1.0,43.96,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8338,12.99,0,21,2.97,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8339,0.0,0,15,0.33,0.0,0.0,1.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8340,19.99,0,19,14.9,1.0,1.0,3.2799999999999994,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8342,4.99,0,11,1.75,0.0,0.0,9.67,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8344,6.99,0,0,5.53,1.0,0.0,6.739999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8345,6.99,0,0,2.72,1.0,0.0,1.6999999999999997,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8346,4.99,1,0,8.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8347,2.99,0,20,6.25,1.0,1.0,2.4800000000000004,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8348,14.99,0,36,4.12,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8349,2.99,0,28,3.68,1.0,1.0,4.620000000000001,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8350,0.99,0,0,0.5,1.0,1.0,0.17000000000000004,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8351,14.99,2,44,11.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
8352,2.99,0,34,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
8354,9.99,0,16,1.8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8355,9.99,0,26,2.5,1.0,0.0,3.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8356,13.99,0,25,1.65,0.0,1.0,4.15,1.0,0.0,1.0,1.0,0.0,1.0,0.0
8357,4.99,0,84,3.5,0.0,1.0,1.4800000000000004,1.0,1.0,0.0,1.0,0.0,1.0,1.0
8359,14.99,0,0,10.0,0.0,0.0,10.420000000000002,1.0,1.0,0.0,1.0,0.0,1.0,1.0
8360,0.99,0,4805,0.17,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
8361,2.99,0,19,3.6,1.0,0.0,0.22999999999999998,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8362,1.94,0,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
8364,4.99,0,24,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8365,0.0,2,14,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8366,29.99,0,29,6.87,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8367,4.99,0,27,16.3,0.0,1.0,0.3200000000000003,1.0,0.0,1.0,0.0,1.0,1.0,0.0
8368,9.99,0,17,7.33,1.0,0.0,12.340000000000002,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8369,2.99,0,2,0.37,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8370,2.99,0,0,11.95,0.0,1.0,5.420000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8371,17.99,0,19,6.08,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8373,6.99,0,57,4.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8375,4.99,0,25,2.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8377,7.99,0,13,3.88,0.0,1.0,7.7700000000000005,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8378,21.99,0,24,19.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
8379,4.99,0,7,4.5,0.0,1.0,2.55,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8380,0.99,0,0,0.42,1.0,0.0,0.04999999999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0
8381,0.99,0,0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8382,2.99,0,27,2.23,1.0,1.0,3.4499999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8384,9.99,1,66,7.45,1.0,0.0,3.9799999999999995,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8386,3.99,1,61,0.43,0.0,0.0,1.32,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8387,0.99,0,19,1.33,0.0,0.0,5.39,1.0,0.0,1.0,1.0,0.0,1.0,0.0
8389,14.99,0,22,3.55,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8390,2.99,0,12,0.48,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8391,9.99,0,14,4.82,0.0,1.0,2.16,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8392,4.99,0,0,1.9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8394,6.99,0,26,1.87,1.0,1.0,0.1299999999999999,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8395,9.99,0,0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8396,0.0,1,0,0.83,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8397,14.99,0,9,13.67,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8398,19.99,1,35,3.25,1.0,1.0,4.57,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8399,0.0,0,0,3.15,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8401,17.99,1,40,7.98,0.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8403,7.99,0,0,12.92,1.0,1.0,1.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8404,9.99,2,32,5.58,1.0,0.0,6.49,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8405,4.79,0,0,1.38,0.0,1.0,2.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8406,0.0,1,1,2.0,0.0,1.0,1.2200000000000002,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8408,0.0,0,12,19.42,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8409,19.99,1,11,1.37,1.0,1.0,5.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8410,4.99,0,0,22.42,0.0,1.0,9.579999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8411,2.79,0,15,1.33,1.0,0.0,3.87,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8412,9.99,0,16,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8413,9.99,0,8,3.4,1.0,0.0,5.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8416,0.99,1,0,0.78,1.0,0.0,0.15000000000000002,1.0,0.0,1.0,0.0,1.0,1.0,1.0
8418,29.99,0,65,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8420,4.54,1,27,3.38,1.0,0.0,1.4699999999999998,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8421,9.99,0,17,5.0,1.0,0.0,15.920000000000002,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8422,4.99,0,0,2.42,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8424,17.99,0,0,36.18,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
8425,11.99,0,15,2.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8426,14.99,0,37,2.4,0.0,0.0,2.53,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8427,24.99,1,26,19.32,1.0,0.0,9.11,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8428,19.99,0,24,9.33,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
8429,24.99,2,40,8.93,1.0,1.0,15.57,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8431,1.99,0,45,3.0,1.0,1.0,2.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8432,14.99,0,15,4.02,1.0,0.0,2.16,1.0,1.0,1.0,1.0,0.0,0.0,1.0
8433,3.99,0,10,1.52,0.0,1.0,0.73,1.0,0.0,1.0,1.0,0.0,1.0,1.0
8434,9.99,0,0,8.88,0.0,1.0,28.669999999999995,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8435,0.0,0,0,1.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8437,9.99,0,12,1.82,1.0,1.0,0.17999999999999994,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8438,0.0,0,0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8439,0.0,1,0,2.93,0.0,0.0,4.15,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8441,4.99,0,13,4.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8442,8.74,0,38,8.57,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
8443,9.99,0,41,4.0,1.0,1.0,8.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8444,14.99,1,27,12.95,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8448,9.99,0,0,10.58,0.0,1.0,4.390000000000001,0.0,1.0,1.0,1.0,0.0,0.0,1.0
8449,3.74,1,44,3.28,1.0,0.0,6.07,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8450,5.99,0,42,1.77,1.0,1.0,0.22999999999999998,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8451,14.99,1,33,12.07,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
8452,13.99,2,16,7.32,0.0,0.0,2.6799999999999997,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8454,14.99,1,13,2.52,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8456,9.99,0,19,2.97,0.0,0.0,1.81,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8458,24.99,2,16,7.48,1.0,0.0,6.02,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8459,14.99,0,13,11.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8460,1.49,0,0,5.17,1.0,1.0,3.91,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8461,19.99,0,12,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8463,24.99,0,39,2.03,1.0,1.0,11.47,1.0,0.0,1.0,0.0,0.0,1.0,1.0
8464,4.99,0,0,0.75,0.0,0.0,0.98,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8465,0.0,0,20,2.3,1.0,1.0,0.30000000000000027,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8467,9.99,0,96,2.18,0.0,1.0,0.9699999999999998,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8468,4.99,0,0,15.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8470,4.99,0,11,1.53,0.0,1.0,0.3400000000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8471,6.99,0,0,2.17,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8472,19.99,0,33,4.52,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8473,19.99,0,12,9.93,0.0,1.0,1.3200000000000003,0.0,0.0,1.0,1.0,0.0,0.0,1.0
8474,4.99,0,93,7.58,0.0,1.0,48.92,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8475,2.99,0,15,2.58,1.0,1.0,0.54,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8478,5.99,0,7,5.5,1.0,0.0,1.42,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8479,6.99,3,31,2.87,1.0,0.0,0.6299999999999999,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8485,3.74,0,31,3.0,1.0,1.0,0.029999999999999805,0.0,0.0,0.0,1.0,0.0,1.0,1.0
8486,0.99,0,27,4.88,1.0,0.0,7.569999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8488,14.99,0,14,2.07,0.0,0.0,4.93,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8489,0.99,0,38,6.58,1.0,1.0,4.92,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8491,0.0,0,8,2.73,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8497,2.99,2,69,1.93,1.0,0.0,1.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8498,14.99,1,16,6.65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8499,0.99,0,37,3.35,1.0,1.0,7.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8501,9.99,0,7,5.83,0.0,1.0,3.369999999999999,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8502,24.99,0,27,14.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8504,14.99,0,19,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8506,14.99,1,14,2.77,0.0,1.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8507,13.99,0,7,2.18,1.0,0.0,1.0899999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8508,9.99,0,57,18.9,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8509,9.99,0,33,4.03,0.0,1.0,7.94,1.0,0.0,1.0,0.0,0.0,1.0,1.0
8512,19.99,0,40,3.88,0.0,1.0,16.84,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8513,10.99,1,23,2.5,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8514,4.99,1,6,0.88,0.0,1.0,0.31999999999999995,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8515,0.0,1,6,0.42,0.0,0.0,0.38000000000000006,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8517,0.0,1,19,4.22,0.0,1.0,5.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8518,9.99,0,5,7.25,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
8519,1.99,0,13,2.78,0.0,1.0,8.59,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8521,0.0,0,0,0.72,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8523,14.99,1,40,5.45,1.0,0.0,3.2199999999999998,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8527,29.99,2,21,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
8532,24.99,4,13,3.53,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8533,9.99,0,15,2.53,1.0,1.0,2.69,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8534,24.99,0,44,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8536,7.99,0,0,8.72,1.0,1.0,8.749999999999998,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8537,14.99,1,10,28.33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8538,5.99,0,27,3.83,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8539,29.99,0,34,11.57,1.0,1.0,16.23,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8540,14.99,1,11,5.53,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
8541,0.0,0,12,0.57,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8542,2.99,0,0,2.17,0.0,0.0,0.6099999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8544,0.0,0,0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8545,0.49,2,0,1.15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8546,7.99,0,0,4.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
8547,4.99,0,0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
8548,7.99,0,29,1.5,1.0,1.0,18.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8552,2.99,0,7,0.73,0.0,0.0,0.6200000000000001,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8553,12.99,0,18,1.85,0.0,0.0,3.6699999999999995,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8554,4.99,0,0,9.2,0.0,0.0,5.550000000000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8555,9.99,0,21,3.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8556,1.19,0,40,30.25,1.0,0.0,45.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8558,9.99,0,67,3.7,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8559,0.0,0,17,2.65,1.0,0.0,0.7200000000000002,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8560,4.99,0,24,1.27,0.0,0.0,0.06000000000000005,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8561,14.99,1,29,15.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
8562,29.99,0,41,9.75,0.0,1.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8563,19.99,1,47,3.62,1.0,0.0,11.379999999999999,1.0,0.0,0.0,1.0,1.0,0.0,1.0
8565,14.99,0,0,4.6,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
8568,4.99,0,7,0.78,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8569,19.99,0,25,9.08,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8570,19.99,0,35,3.75,1.0,1.0,9.03,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8571,24.99,0,28,25.13,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8573,5.99,1,8,1.43,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8574,7.99,1,17,0.87,0.0,1.0,1.33,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8575,9.99,1,24,4.03,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8576,14.99,0,28,3.33,1.0,1.0,0.7199999999999998,0.0,0.0,0.0,1.0,0.0,1.0,1.0
8578,9.99,0,0,7.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8579,0.0,0,18,4.63,0.0,0.0,8.64,1.0,0.0,0.0,1.0,1.0,0.0,1.0
8580,9.99,0,15,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8581,5.99,2,8,5.6,0.0,0.0,8.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8582,4.99,1,86,5.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8584,0.0,1,11,0.48,0.0,1.0,0.35,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8585,12.99,0,31,7.97,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8586,14.99,0,30,1.82,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8587,1.99,0,12,3.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8588,9.99,0,18,4.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
8589,0.99,0,24,18.95,1.0,0.0,5.48,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8590,19.99,1,17,3.0,1.0,0.0,1.6799999999999997,1.0,0.0,1.0,1.0,0.0,1.0,0.0
8592,3.19,1,53,0.57,0.0,0.0,1.4500000000000002,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8593,18.99,0,0,11.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8594,19.99,0,32,3.03,1.0,1.0,3.72,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8595,29.99,0,18,2.62,1.0,0.0,6.05,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8598,5.99,1,46,2.32,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
8599,8.99,0,6,14.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
8600,19.9,1,31,2.9,1.0,0.0,1.2799999999999998,1.0,0.0,1.0,0.0,0.0,1.0,1.0
8602,0.0,0,0,0.33,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
8603,0.99,1,6,0.57,0.0,0.0,0.050000000000000044,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8604,3.99,0,1596,0.95,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8605,14.99,0,12,2.75,0.0,0.0,1.92,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8606,0.99,0,22,0.6,0.0,0.0,2.8,1.0,0.0,1.0,0.0,0.0,1.0,1.0
8607,3.99,0,6,0.57,0.0,1.0,0.15000000000000002,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8609,6.99,2,0,3.82,0.0,1.0,2.35,0.0,0.0,0.0,1.0,1.0,1.0,1.0
8610,6.99,0,30,33.72,1.0,0.0,6.880000000000003,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8611,14.99,1,45,5.13,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8615,6.99,0,31,2.68,1.0,1.0,1.6199999999999997,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8616,0.99,0,7,4.28,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8617,2.99,0,0,17.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8618,11.99,0,36,7.67,1.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
8620,12.99,0,15,7.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
8621,5.99,0,14,0.58,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8627,0.99,0,3,0.07,0.0,0.0,0.03,1.0,0.0,0.0,0.0,1.0,1.0,1.0
8628,0.0,0,33,2.17,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8629,5.99,0,15,5.2,0.0,0.0,1.7999999999999998,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8630,2.99,1,20,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8634,19.99,0,49,5.33,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
8636,6.99,0,10,1.98,1.0,1.0,0.9199999999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8637,9.99,0,35,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8639,0.99,0,11,3.68,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8640,19.99,0,14,7.95,1.0,0.0,3.2199999999999998,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8644,4.99,0,38,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
8645,14.99,0,0,12.45,0.0,0.0,6.370000000000001,0.0,0.0,0.0,1.0,0.0,1.0,1.0
8648,4.99,0,0,3.58,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8650,4.99,0,0,0.58,0.0,1.0,1.2000000000000002,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8651,0.0,0,0,0.52,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8652,0.99,0,12,0.02,1.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0,1.0,1.0
8653,19.99,1,20,4.87,1.0,0.0,4.21,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8656,15.99,2,32,7.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8658,5.99,0,19,3.68,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8660,4.99,0,52,17.83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
